Adrianople	ˌeɪdɹɪəˈnəʊpəl
Adriatic	ˌeɪdɹiˈætɪk
Adriatic Sea	eɪdɹiˈætɪk
Aeolic	iˈɒlɪk
Aeolic	iˈəʊlɪk
Aepyornis	iːpɪˈɔːnɪs
Aesculapius	ˌiːskjʊˈleɪpɪəs
Aesopian	iːˈsəʊpɪən
Afghan	ˈæfɡən
Afghan	ˈæfˌɡæn
Afghan	ˈæfˌɡɑːn
Agapemone	aɡəˈpiːməni
Agapemone	aɡəˈpɛməni
Aggadah	əˈɡɑːdə
Agia Napa	ˈaɪəˌnæpə
Agrigento	ˌæɡɹɪˈd͡ʒɛntəʊ
Ahmadinejad	ˌɑːməˈdiːnədʒæd
Ahmadinejad	ˌɑːməˈdiːnəʒæd
Aire	ˈɛː
Airedale	ˈɛːdeɪl
Ajaccio	aɪˌætʃəʊ
Ajaccio	əˈdʒæksɪəʊ
Akubra	əˈkuːbɹə
Alamo	ˈæləˌməʊ
Alanic	əˈleɪnɪk
Alanic	əˈlɑːnɪk
Albania	ælˈbeɪniə
Albania	ɔːlˈbeɪniə
Alberta	ˌælˈbɜːtə
Albion	ˈælbɪən
Albrighton	ɔːlˈbɹaɪtən
Alcalá de Henares	ˌalkaˈlɑː deɪ ɛˈnɑːɹɛs
Alcazar	ˌalkəˈzɑː
Aldebaran	alˈdɛbəɹən
Aldgate	ˈɔːlɡeɪt
Alejandro	ˌalɪˈhandɹəʊ
Aleppo	əˈlɛpəʊ
Alexandrian	ælɛɡˈzændɹiːən
Alghero	alˈɡɛəɹəʊ
Algiers	ælˈdʒɪəz
Algonquian	ælˈɡɒŋkwiən
Algonquin	ælˈɡɒŋkwɪn
Alicante	ˌælɪˈkænt
Alicante	ˌælɪˈkænti
Alice	ˈælɪs
Alicia	əˈliːsiə
All Hallows	ˌɔːl ˈhæləʊz
Allahu akbar	əˌlɑːhuː ˈakbɑː
Allahu akbar	ˌaləhuː ˈakbɑː
Alleyman	ˈaliman
Alleyman	ˈalimən
Alliyah	ɑːˈliːjə
Alperton	ˈælpətən
Amarone	ˌaməˈɹəʊneɪ
Amarone	ˌaməˈɹəʊnɪ
Amaterasu	ɑːmətɛɹˈɑːsuː
Amber	ˈæmbə
Amberley	ˈambəli
American Samoa	əˈmɛɹɪkən səˈməʊə
Amman	əˈmɑːn
Anatoli	ˌænəˈtɒli
Anatoli	ˌænəˈtəʊli
Anatolian	anəˈtəʊlɪən
Andorra	ænˈdɔːɹə
Anerley	ˈænəli
Ange	ændʒ
Anglo-	ˈæŋɡləʊ
Anglo-Norman	æŋɡləʊnɔːmən
Anglophobe	ˈaŋɡləʊfəʊb
Anglophobes	ˈaŋɡləʊfəʊbz
Angus	ˈæŋɡəs
Anjou	ˈɒnʒuː
Anschluss	ˈanʃlʊs
Anselm	ˈanˌsɛlm
Antarctica	ˌænˈtɑːktɪkə
Antarctica	ˌænˈɑːtɪkə
Anthony	ˈæntəni
Antigua and Barbuda	ænˌtiːɡə ənd bɑːˈbjuːdə
Antilles	ænˈtɪliːz
Antinoan	anˈtɪnəʊən
Antinous	anˈtɪnəʊəs
Antioch	ˈæntɪˌɒk
Antiochene	ˈæntɪəˌkiːn
Antiochian	ˌæntiˈɒkiən
Anya-Nya	aˈnjɑːnjə
Aosta	ɑːˈɒstə
Apamene	ˈæpəˌmiːn
Apocalypse	əˈpɒkəlɪps
April	ˈeɪpɹəl
April	ˈeɪpɹɪl
Aqaba	ˈakəbə
Aquarius	əˈkwɛəɹɪəs
Aquila	ˈækwɪlə
Arabist	ˈaɹəbɪst
Arbela	ɑːˈbiːlə
Arbëresh	ˌɑːbəˈɹɛʃ
Arcadia	ɑːˈkeɪdɪə
Arcadian	ɑːˈkeɪdiən
Archimedean	ˌɑːkɪˈmiːdiən
Archimedes	ˌɑːkɪˈmiːdiːz
Arezzo	əˈɹɛtsəʊ
Argentina	ˌɑːd͡ʒənˈtiːnə
Argive	ˈɑːdʒaɪv
Argive	ˈɑːɡaɪv
Argonaut	ˈɑːrɡənɔːt
Ariadne	ˈæɹiˌædni
Aristotle	ˈæɹɪˌstɒtəl
Armageddon	-ˈɡɛdən
Armageddon	ˌɑːməˈɡɛdn̩
Armenia	ɑːˈmiːniə
Armorica	ɑːˈmɒɹɪkə
Arno	ˈɑːnəʊ
Aromanian	æɹəʊˈmeɪnɪən
Arretine	ˈæɹɪtaɪn
Arte Povera	ˌɑːteɪ ˈpɒvəɹə
Arvanite	ˈɑːvənaɪt
Arvanitic	ˌɑːvəˈnɪtɪk
Arvanitika	ˌɑːvəˈnɪtɪkə
Ascot	æskət
Asherah	əˈʃiːɹə
Ashford	ˈæʃfəd
Ashkenazi	ˌæʃkɪnəˈziː
Ashkenazi	ˌæʃkɪˈnɑːzi
Ashkenazim	ˌæʃkɪnəˈzɪm
Ashkenazim	ˌæʃkɪˈnɑːzɪm
Astana	əsˈtɑːnə
Asturian	æsˈtʊəɹiən
Asturian	əˈstjʊəɹiən
Asturias	æsˈtʊəɹiəs
Asturias	əˈstjʊəɹiəs
Athenaeum	aθɪˈniːəm
Atyap	ətjab
Augustan	ɔːˈɡʌstən
Aussie	ˈɒsi
Aussie	ˈɒzi
Austenesque	ˌɔːstəˈnɛsk
Austenian	ɔːsˈtiːnɪən
Austerlitz	ˈaʊstəlɪts
Austerlitz	ˈɔːstəlɪts
Australasia	ˌɒstɹəlˈeɪʒə
Austrian	ˈɒstɹiən
Austrians	ˈɒstɹiəns
Austrophobe	ˈɒstɹəʊfəʊb
Avar	ˈævɑɹ
Avicenna	ˌævɪˈsɛnə
Avogadro	ˌavəˈɡɑːdɹəʊ
Avon	ˈeɪvɑn
Avon	ˈeɪvən
Aylesbury	eɪlzbəɹi
Aymara	ˌaɪməˈɹɑː
Ayurveda	aɪʊəˈveɪdə
Azerbaijan	əˈzɛːbaɪˌdʒɑːn
Azerbaijan	ˌæzəbaɪˈdʒɑːn
Azerbaijani	ˌæzəbaɪˈdʒɑːni
Azeri	əˈzɛːɹi
Aznavour	ˈæznəvʊə
Azores	əˈzɔːz
Baal	ˈbeɪl
Baal	ˈbeɪəl
Baal	ˈbɑːl
Babouvist	bəˈbuːvɪst
Babylon	ˈbæbɪlɒn
Bactria	ˈbæktɹɪə
Bactrian	ˈbæktɹɪən
Bahamas	bəˈhɑːməz
Baikal	baɪˈkæl
Bakerloo	beɪkəˈluː
Baku	ˈbækuː
Balinese	ˈbɑːlɪniːz
Balkaner	ˈbɒlkənə
Balkaner	ˈbɔːlkənə
Balkanization	ˌbɔːlkənaɪˈzeɪʃən
Balkans	ˈbɒlkənz
Balkans	ˈbɔːlkənz
Balthazar	bælˈθeɪzə
Baltic	ˈbɔːltɪk
Bandarban	ˈbændæːɹbæn
Bandung	ˈbændʊŋ
Banff	ˈbænf
Bangalore	ˌbæŋɡəˈlɔː
Banstead	bænstɛd
Barbados	bɑːˈbeɪdɒs
Barca	ˈbɑːsə
Barcelona	ˌbɑːsəˈləʊnə
Barclaycard	ˈbɑːkliːˌkɑːd
Barclays Bank	ˈbɑːkliːzˌbæŋk
Barff	bɑːf
Barking	ˈbɑːkɪŋɡ
Barksian	ˈbɑːksɪən
Barlow	bɑːləʊ
Barnet	ˈbɑːnɪt
Barnsley	ˈbɑːnsli
Barnstaple	ˈbɑːnstəpəɫ
Barnstaple	ˈbɑːɹnstəbəl
Barolo	bəˈɹəʊləʊ
Baroque	bəˈɹɒk
Baroque	bəˈɹəʊk
Barry	ˈbæɹi
Bartholomew	bɑːˈθɒləmjuː
Bartlett	ˈbɑːtlət
Barton	ˈbɑːtən
Basel-Landschaft	ˈbɑːzəɫ ˈlændʃæft
Bashkir	bæʃˈkɪə
Basingstoke	ˈbeɪzɪŋɡstəʊk
Basque	bæsk
Bastia	ˈbæstiə
Bastia	ˈbɑːstiə
Bastia	ˈbɑːstjə
Bath	bɑːθ
Bath chair	bɑːθ t͡ʃɛə
Bathsheba	bæθˈʃiːbə
Battersea	bætəsi
Battle	ˈbætəɫ
Batu	ˈbɑːtuː
Baudelairean	ˌbəʊdəˈlɛəɹɪən
Bauer	ˈbaʊəɹ
Bavaria	bəˈveəɹɪə
Bavarian	bəˈvɛəɹɪən
Baxter	ˈbækstə
Baybars	baɪˈbɑːs
Bayesian	ˈbeɪziən
Bayesian	ˈbeɪʒən
Bayesian network	ˈbeɪzjən ˈnɛtwɜːk
Bayswater	beɪzwɔːtə
Beau	bəʊ
Beauceron	ˈbəʊsəˌɹɒn
Beauchamp	ˈbiːtʃəm
Beaufort	ˈbəʊfɔː
Beaufort	ˈbəʊfət
Beaumont	ˈbəʊmɒnt
Beckenham	bɛkənəm
Becki	ˈbɛki
Beckton	bɛktən
Becky	ˈbɛki
Bedfont	bɛdfɒnt
Bedford	ˈbɛdfəd
Bedfordshire	ˈbɛdfədʃə
Beethoven	ˈbeɪtˌhəʊvən
Beethoven	ˈbeɪˌtəʊvən
Beethovenian	ˌbeɪthəʊˈviːnɪən
Bel Paese	ˌbɛl pɑːˈeɪzeɪ
Bel Paese	ˌbɛl pɑːˈeɪzɪ
Belarus	ˌbɛləˈɹuːs
Belfast	ˈbɛlfæst
Belfast	ˈbɛlfɑːst
Belfast sink	ˈbɛlfæst sɪŋk
Belgian	ˈbɛldʒən
Belgium	ˈbɛldʒəm
Belgravia	bɛlɡɹeɪviə
Bellingham	bɛlɪŋəm
Belmont	bɛlmɒnt
Belvedere	bɛlvədɪəɹ
Benedicite	ˌbɛnɪˈdaɪsɪti
Benfleet	bɛnfliːt
Bengal	bɛŋˈɡɑːl
Bengal	bɛŋˈɡɔːl
Benin	bɛˈniːn
Benin	bɛˈnɪn
Bergamo	ˈbɜːɡəˌməʊ
Berger Picard	bɛəˌʒeɪ pɪˈkɑː
Berkshire	ˈbɑːkʃə
Berlinese	bɜːlɪniːz
Bermondsey	bɜːməndzi
Bern	bɜːn
Bernard	ˈbɜːnəd
Bernese	ˌbɜːˈniːz
Bertram	ˈbɜːtɹəm
Bethnal Green	bɛθnəl ɡɹiːn
Bexley	bɛksli
Bexleyheath	bɛkslihiːθ
Bhagavad Gita	ˈbɑːɡəvɑːd ˈɡiːtə
Bhutanese	butəˈniːz
Bickley	bɪkli
Bicol	ˈbiːkɔːl
Bicolano	bɪkəˈlɑːnəʊ
Bieber	ˈbiːbə
Biggin Hill	bɪɡɪn hɪl
Binner	ˈbɪnə
Birr	bɜː
Blaby	bleɪbi
Blackburn	blækbəːn
Blackheath	blækhiːθ
Bloomsbury	bluːmzbəɹi
Bob	bɒb
Boeotia	biːˈəʊʃə
Boeotian	biːˈəʊʃən
Bohemond	ˈbəʊəmənd
Bolivia	bəˈlɪviə
Bolivian	bəˈlɪviən
Bologna	bəˈlɒnjə
Bologna	bəˈləʊnjə
Bolognese	ˌbɒləˈneɪz
Bolognese	ˌbɒləˈniːz
Bolognese	ˌbɒləˈnjeɪz
Bolshevist	ˈbɒlʃəvɪst
Bolton	bɒltən
Bombardier	bɒmˈbɑːdiˌeɪ
Bondi	ˈbɒndaɪ
Bondi Beach	ˈbɒndaɪ biːtʃ
Bonifacio	bəˈniːfɑːtʃəʊ
Boolean	buːˈliən
Boolean	ˈbuːliən
Booleans	buːˈliəns
Booleans	ˈbuːliəns
Boris bike	ˈbɒɹɪs ˈbaɪk
Borsalino	bɔːsəˈliːnəʊ
Bosnia	ˈbɒzniə
Bosnian	ˈbɒzniən
Botswana	bɒtˈswɑːnə
Bournbrook	bɔːnbɹʊk
Bourton-on-the-Water	ˈbɔːtən ɒn ðə wɔːtə
Bowie	ˈbəʊi
Bradford	ˈbɹadfəɹd
Bradford	ˈbɹædfəɹd
Braeburn	ˈbɹeɪbɜːn
Bragança	bɹəˈɡanzə
Brahmaputra	ˈbɹɑːməˌpuːtɹə
Brazil	bɹəˈzɪl
Brentford	bɹɛntfəd
Brian	ˈbɹaɪən
Brianna	bɹiːˈænə
Bristolian	bɹɪsˈtəʊliən
Britain	ˈbɹɪtən
British Columbia	ˈbɹɪtɪʃ kəˈlʌmbiə
British Isles	ˌbɹɪtɪʃ ˈaɪlz
Britisher	ˈbɹɪtɪʃə
Brito-	ˈbɹɪtəʊ
Britoness	ˈbɹɪtənɛs
Brittonic	bɹɪˈtɒnɪk
Brixton	bɹɪkstən
Brobdingnagian	ˌbɹɒbdɪŋˈnaɡɪən
Broxbourne	bɹɒksbɔːn
Brum	bɹʌm
Brumaire	bɹuːˈmɛː
Brussels	ˈbɹʌsəlz
Buckingham	ˈbʌkɪŋəm
Buckinghamshire	ˈbʌkɪŋəmʃə
Buddhic	ˈbʊdɪk
Bugatti	ˈbjuːˈɡæti
Bujumbura	ˌbuːdʒəmˈbʊəɹə
Bulgaria	bʌlˈɡɛəɹiə
Burgundian	bɜːˈɡʌndɪən
Burgundy	ˈbɜːɡəndi
Burkean	ˈbɜːkɪən
Burman	ˈbɜːmən
Burnham	bəːnəm
Butterworth	ˈbʌtəˌwɜːθ
Byzantine	baɪˈzæntaɪn
Byzantine	bɪˈzæntaɪn
C of E	ˌsiːəvˈiː
C-bomb	ˈsiːbɒm
Calvados	ˈkælvədɒs
Calvados	ˈkælvədəʊs
Calypso	kəˈlɪpsəʊ
Camberwell	kæmbəwɛl
Cambridgeshire	ˈkeɪmˌbɹɪdʒʃə
Camden	ˈkæmdən
Camorra	kəˈmɒɹə
Camorrist	kəˈmɒɹɪst
Camorrista	ˌkaməˈɹɪstə
Canada	ˈkænədə
Candlemas	ˈkændəlməs
Cane Corso	ˌkɑːneɪ ˈkɔːsəʊ
Canning Town	kænɪŋ taʊn
Canonbury	kænənbəɹi
Cantab	ˈkantab
Canterbury	ˈkæntəbəɹɪ
Canterbury	ˈkæntəbɹɪ
Cantonese	kæntəˈniːz
Capricornus	ˌkæpɹɪˈkɔːnəs
Captain Obvious	ˌkæptɪn ˈɒbviəs
Captain Planet	ˈkæptɪn ˈplanɪt
Caravaggesque	ˌkæɹəvæˈdʒɛsk
Caravaggio	ˌkæɹəˈvædʒiəʊ
Carbonari	ˌkɑːbəˈnɑːɹɪ
Carbonarism	ˌkɑːbəˈnɑːɹɪzəm
Cardiff	ˈkɑːdɪf
Cargill	kɑːɡɪl
Carian	ˈkɛːɹɪən
Carmarthen	kəˈmɑːðən
Carnoustie	kɑːˈnuːsti
Carshalton	kɑːʃɔːltən
Cartesian	kɑːɹ ˈtiːziən
Carthage	ˈkɑːθɪdʒ
Cassander	kəˈsændə
Cassander	kəˈsɑːndə
Cassandra	kəˈsændɹə
Cassandra	kəˈsɑːndɹə
Catalanophile	katəˈlanəʊfʌɪl
Catalonia	ˌkætəˈləʊniə
Caterham	keɪtəɹəm
Catford	kætfəd
Caturday	ˈkætədeɪ
Caturday	ˈkætədi
Cebuano	sɛˈbwɑːnəʊ
Celtic	ˈkɛltɪk
Celtic	ˈsɛltɪk
Cenozoic	ˌkeɪnəʊˈzəʊɪk
Cenozoic	ˌsiːnɵˈzəʊɪk
Cenozoic	ˌsɛnɵˈzəʊɪk
Cerealia	ˌsɛɹɪˈeɪlɪə
Cerealia	ˌsɛɹɪˈɑːlɪə
Ceylon	sɪˈlɒn
Chalcedon	ˈkælsɪdɒn
Chalmers	t͡ʃɑːməz
Chambord	ʃɒ̃ˈbɔː
Chandler	ˈtʃændlə
Chandler	ˈtʃɑːndlə
Charles's law	ˌtʃɑːlz ˈlɔː
Charlyne	tʃɑɹˈliːn
Charon	ˈkɛəɹɒn
Chartres	ʃɑːt
Chartres	ˈʃɑːtɹə
Chaucer	ˈtʃɔːsə
Chauceresque	ˌtʃɔːsəˈɹɛsk
Chaucerian	tʃɔːˈsɪːɹɪən
Chauceriana	tʃɔːˌsɪːɹɪˈɑːnə
Chaucerianism	tʃɔːˈsɪːɹɪənɪzəm
Chechen	ˈtʃɛtʃən
Chechen	ˈtʃɛtʃɛn
Chechnya	ˈtʃɛtʃniə
Chechnya	ˈtʃɛtʃɲiə
Chelmsford	t͡ʃɛlmzfəd
Chelsea bun	ˈt͡ʃɛlsiː bʌn
Chelsfield	t͡ʃɛlzfiːld
Cheltenham	t͡ʃɛltənəm
Cheops	ˈkiːɒps
Chernobyl	tʃəːˈnɒbəl
Chernobyl	tʃəːˈnəʊbəl
Chertsey	t͡ʃɜːtsiː
Chesham	t͡ʃɛʃəm
Cheshire cat	ˌtʃɛʃə ˈkat
Chessington	t͡ʃɛsɪŋtən
Chester-le-Street	t͡ʃɛstə li stɹiːt
Chianti	kɪˈantɪ
Chiantishire	kɪˈantɪʃə
Chiantishire	kɪˈantɪʃɪə
Chickasaw	ˈtʃɪkəsɔː
Chihuahua	tʃɪˈwaʊwə
China	ˈt͡ʃaɪnə
Chinese	t͡ʃaɪˈniːz
Chinese	ˈt͡ʃaɪniːz
Chingford	t͡ʃɪŋfəd
Chislehurst	t͡ʃɪzəlhɜːst
Chorasmian	kɒˈɹæzmɪən
Christchurch	kɹʌɪstt͡ʃɜːt͡ʃ
Chur	kuːɹ
Church Father	ˈt͡ʃɜːt͡ʃ fɑːðə
Churchdown	t͡ʃɜːt͡ʃˈdaʊn
Churchill	ˈtʃɜːtʃɪl
Ciara	ˈkiəɹɑ
Ciara	ˈkiəɹə
Cicero	ˈsɪsəɹəʊ
Ciceronian	sɪsəˈɹəʊnɪən
Ciceronical	sɪsəˈɹɒnɪkəl
Cimmerian	sɪˈmɪəɹɪən
Cinque Ports	sɪŋk pɔːts
Circassian	səˈkæsiən
Citroën	ˈsɪtɹən
Clapham	ˈklapəm
Clapham	ˈklæpəm
Clapham Junction	klæpəm d͡ʒʌŋkʃən
Clapton	ˈklæptən
Clara	klɑːɹə
Claudia	ˈklaʊdiə
Claudia	ˈklɔːdiə
Claudius	ˈklɔːdiəs
Clerkenwell	klɑːkənwɛl
Cleverley	ˈklɛvəli
Cleverly	ˈklɛvəli
Close	kləʊs
Cobham	ˈkɒbəm
Cockfosters	kɒkfɒstəz
Cockney	ˈkɒkni
CofE	ˌsiːəvˈiː
Colcestrian	kɒlˈsɛstriən
Colcestrian	kɒlˈtʃɛstriən
Colchester	ˈkɒltʃɛstə
Colleen	kɒˈliːn
Colleen	kəˈliːn
Collinson	kɒlɪnsən
Colombia	kəˈlʌmbiə
Colombo	kəˈlɒmbəʊ
Colombo	kəˈlʌmbəʊ
Colombo	ˈkɒləmbəʊ
Colquhoun	kəˈhuːn
Combine	ˈkɒmbaɪn
Comintern	ˈkɒmɪntəːn
Comnenus	kɒmˈniːnəs
Conakry	ˌkɒnəˈkɹiː
Conan	ˈkəʊnən
Congolese	ˌkɒŋɡəˈliːz
Congresbury	kuːmzbəɹi
Constantine	ˈkɒnstənˌtaɪn
Cook Islands	ˈkʊk ˈailəndz
Copperfield	ˈkɒpəˌfiːld
Copperopolis	ˌkɒpəˈɹɒpɒlɪs
Coptic	ˈkɒptɪk
Cordovan	ˈkɔːdəvən
Cornish	ˈkɔːnɪʃ
Cornwall	ˈkɔːnwəl
Corsican	ˈkɔːsɪkən
Corte	ˈkɔːteɪ
Corte	ˈkɔːti
Cory	ˈkɔːɹi
Costa Rica	ˌkɒstə ˈɹiːkə
Cotswold	-wɒld
Cotswold	ˈkɒtswəʊld
Coulsdon	kuːlzdən
Cov	kɒv
Covent Garden	kɒvənt ɡɑːdn
Covent Garden	kʌvənt ɡɑːdən
Coventry	ˈkɒvəntɹi
Cowley	kaʊli
Craig	kɹeɪɡ
Crane	kɹɛɪn
Cranford	kɹænfəd
Crathes	kɹæθɪs
Crayford	kɹeɪfəd
Creole	ˈkɹeɪəʊl
Creole	ˈkɹiːəʊl
Cricklewood	kɹɪkəlwʊd
Croat	ˈkɹəʊæt
Croatia	ˌkɹəʊˈeɪʃə
Croatian	ˌkɹəʊˈeɪʃən
Crofton	kɹɒftən
Crouch End	kɹaʊt͡ʃ ɛnd
Croydon	kɹɔɪdən
Croydon facelift	ˌkɹɔɪdn̩ ˈfeɪslɪft
Cumberland	ˈkʌmbələnd
Cumbria	ˈkʌmbɹiə
Curaçao	ˈkjuːɹəsaʊ
Cymru	ˈkʌmɹi
Cypriot	ˈsɪpɹiət
Czech Republic	ˈtʃɛk ɹɪˈpʌblɪk
Czechoslovakian	ˈtʃɛkəzləvækiən
Czochralski	t͡ʃɒxˈɹælski
Czochralski	t͡ʃəˈkɹælski
Córdoba	ˈkɔːdəbə
Dacca	ˈdækə
Dacia	ˈdeɪsɪə
Dacia	ˈdeɪʃə
Dacian	ˈdeɪsɪən
Dacian	ˈdeɪʃən
Dada	ˈdɑːdɑː
Dadaist	ˈdɑːdɑːɪst
Dade	deɪd
Daegu	daˈɡuː
Dagestan	ˌdæɡɪˈstæn
Dagestan	ˌdæɡɪˈstɑːn
Dagestani	ˌdæɡɪˈstæni
Dagestani	ˌdæɡɪˈstɑːni
Dagmar	ˈdæɡmɑː
Dahlesque	dɑːˈlesk
Daisy Dukes	deɪzi ˈduːks
Dakka	ˈdækə
Dakota	dəˈkəʊtə
Dalai Lama	ˈdælaɪ ˈlɑːmə
Dalek	ˈdɑːlɛk
Daleks	ˈdɑːlɛks
Dallas	ˈdæləs
Dalmatian	dælˈmeɪʃən
Dalton	ˈdɔːltən
Daltonian	dɔːlˈtəʊnɪən
Daltonism	ˈdɔːltənɪzəm
Damascene	ˈdæməˌsiːn
Damian	ˈdeɪmɪən
Damietta	ˌdæmɪˈɛtə
Dana	ˈdɑːnə
Dane	deɪn
Danegeld	ˈdeɪnɡɛld
Danglebahn	dæŋɡəlˌbɑːn
Dani	ˈdæni
Danni	ˈdæni
Dante	ˈdænteɪ
Dante	ˈdænti
Dantesque	ˌdæntɪˈɛsk
Daphne	ˈdæfni
Dara	ˈdɑːɹə
Dard	dɑːd
Dardanelles	ˌdɑɹdənˈɛlz
Dardanelles	ˌdɑːdənˈɛlz
Dardic	dɑːdɪk
Daria	ˈdæɹɪə
Daria	ˈdɑːɹɪə
Darrell	ˈdæɹɪɫ
Darryl	ˈdæɹɪɫ
Dartford	dɑːtfəd
Darth Vader	ˈdɑːθ ˈveɪdə
Daventry	ˈdeɪntɹi
Daventry	ˈdævəntɹi
Davey	ˈdeɪvi
Davidian	dəˈvɪdɪən
Davidic	dəˈvɪdɪk
Davidson	ˈdeɪvɪdsən
Davies	ˈdeɪviːz
Davies	ˈdeɪvɪs
Davina	dəˈviːnə
Davis	ˈdeɪvɪs
Davison	ˈdeɪvɪsən
Davos	ˈdævɒs
Deaflympics	dɛfˈlɪmpɪks
Deanna	diːˈænə
Deason	ˈdiːsən
Debora	ˈdɛbəɹə
Deborah	ˈdɛbəɹə
Debra	ˈdɛbɹə
Decalogue	ˈdɛkəlɒɡ
Decameron	dɪˈkaməɹən
Decameronian	dɪˌkaməˈɹəʊnɪən
Decameronic	dɪˌkaməˈɹɒnɪk
Deccan	ˈdɛkən
Decima	ˈdɛsɪmə
Deepak	ˈdiːpʌk
DefCon	ˈdɛfkɒn
Deianira	ˌdeɪəˈnaɪəɹə
Deianira	ˌdiːəˈnaɪəɹə
Deirdre	ˈdɪədɹi
Deirdre	ˈdɪədɹə
Delaney	dɪˈleɪni
Delaware	ˈdɛləweə
Delia	ˈdiːlɪə
Delilah	dɪˈlaɪlə
Delores	dɪˈlɔːɹɪz
Delphi	ˈdɛlfi
Delphic	ˈdɛlfɪk
Delphine	dɛlˈfiːn
Demerara	dɛməˈɹeəɹə
Demerara	dɛməˈɹɑɹə
Demerol	ˈdɛməɹɒl
Demeter	dɪˈmiːtə
Demetrius	dɪˈmiːtɹɪəs
Demiurge	ˈdɛmɪɜːdʒ
Democritus	dɪˈmɒkɹɪtəs
Demosthenic	ˌdɛməsˈθɛnɪk
Den Bosch	ˌdɛn ˈbɒs
Denbighshire	ˈdɛnbiːʃə
Deneb	ˈdɛnɛb
Denham	dɛnəm
Denis	dəˈni
Denis	ˈdɛnɪs
Denise	dəˈniːz
Denmark	ˈdɛnmɑːk
Denni	dəˈniː
Dennis	ˈdɛnɪs
Dennison	ˈdɛnɪsən
Deptford	dɛtfəd
Derby	ˈdɑːbi
Derbyshire	ˈdɑːbɪʃə
Dereck	ˈdɛɹɪk
Dermot	ˈdɜːmət
Descartes	deɪˈkɑːt
Desiderius	ˌdɛzɪˈdɪəɹɪəs
Deuteronomy	djuːtəˈɹɒnəmi
Deuteronomy	dʒuːtəˈɹɒnəmi
Devanagari	ˌdeɪvəˈnɑːɡəɹɪ
Devanagari	ˌdɛvəˈnɑːɡəɹɪ
Devonshire	ˈdɛvənʃə
Dewar	ˈdjuːwə
Dhaka	ˈdækə
Diana	daɪˈænə
Diane	daɪˈæn
Dianetics	daɪəˈnɛtɪks
Dicken	ˈdɪkɪn
Dickenson	ˈdɪkɪnsən
Digby	ˈdɪɡbi
Diggens	ˈdɪɡɪnz
Digges	dɪɡz
Diggin	ˈdɪɡɪn
Diggins	ˈdɪɡɪnz
Diggs	ˈdɪɡz
Digibox	ˈdɪdʒiːbɒks
Dijkstra's algorithm	ˈdaɪkstɹəz ˈælɡəɹɪðəm
Dino	ˈdiːnəʊ
Dinosaurian	ˌdʌɪnəʊˈsɔːɹɪən
Diogenean	daɪˌɒdʒəˈnɪən
Diogenes	daɪˈɒdʒəniːz
Dion	ˈdiːɒn
Dionysian	daɪəˈnɪʒən
Dionysius	daɪəˈnɪsɪəs
Dionysius	daɪəˈnɪzɪəs
Dionysus	daɪəˈnaɪsəs
Dionysus	daɪəˈnaɪsɪs
Diophantus	daɪəˈfæntəs
Dirk	dɜːk
Dirk	dɪək
Discordianism	dɪsˈkɔːdiənɪzm̩
Ditton	ˈdɪtən
Dix	dɪks
Djokovic	ˈdʒɒkəvɪtʃ
Djokovic	ˈdʒəʊkəvɪtʃ
Doc	dɒk
DofE	ˌdiːəvˈiː
Dogberry	ˈdɒɡbəɹi
Doha	ˈdəʊhɑː
